"product_name",seller_id,brand_id,"product_url","number_sold","avg_rating","number_reviews","descript","source"
"Giấy thấm dầu kiểm soát nhờn, ngừa mụn Acnes Oil Remover Paper 100 tờ                                                                                                                                                                                                                                                                                                                                  ",17,1,"https://tiki.vn/giay-tham-dau-kiem-soat-nhon-ngua-mun-acnes-oil-remover-paper-100-to-p1634981.html?spid=10862722                                                                                                                                                                                                             "," 102000                                                                                                                  ","4.7                                                                                                                                                     ","258                                                                                                                                          ","Giấy thấm dầu Acnes Oil Remover Paper (100 tờ)

Giấy thấm dầu kiểm soát nhờn, ngừa mụn Acnes Oil Remover Paper 100 tờ được nghiên cứu và phát triển giúp thấm hút chất nhờn dư hiệu quả, phù hợp cho m","Tiki                            "
"Phim Thấm Dầu Acnes Oil Remover Film 50 Tờ                                                                                                                                                                                                                                                                                                                                                             ",17,1,"https://tiki.vn/phim-tham-dau-acnes-oil-remover-film-50-to-p1634983.html?spid=10862503                                                                                                                                                                                                                                       "," 18000                                                                                                                   ","4.9                                                                                                                                                     ","110                                                                                                                                          ","Phim thấm dầu Acnes Oil Remover Film 50 Tờ
Phim thấm dầu Acnes Oil Remover Film được nghiên cứu và phát triển giúp thấm hút hơn 95% chất nhờn dư chỉ với 1 lần chạm, phù hợp cho mọi loại da. Phim thấm","Tiki                            "
"Sữa rửa mặt kiểm soát nhờn ngăn ngừa mụn dạng gel Acnes Oil Control Cleanser 100g                                                                                                                                                                                                                                                                                                                      ",17,1,"https://tiki.vn/sua-rua-mat-kiem-soat-nhon-ngan-ngua-mun-dang-gel-acnes-oil-control-cleanser-100g-p10640154.html?spid=10862885                                                                                                                                                                                               "," 28000                                                                                                                   ","4.7                                                                                                                                                     ","298                                                                                                                                          ","Tên model: Gel rửa mặt kiểm soát nhờn ngăn ngừa mụn Acnes Oil Control Cleanser 100g
Sữa rửa mặt sạch nhờn Acnes Oil Control Cleanser 100 g được nghiên cứu và phát triển dành riêng cho da nhờn, da hỗn","Tiki                            "
"Sữa rửa mặt ngăn ngừa mụn Acnes Creamy Wash 100g                                                                                                                                                                                                                                                                                                                                                       ",17,1,"https://tiki.vn/sua-rua-mat-ngan-ngua-mun-acnes-creamy-wash-100g-p25108217.html?spid=25108218                                                                                                                                                                                                                                "," 63000                                                                                                                   ","4.9                                                                                                                                                     ","223                                                                                                                                          ","Sữa rửa mặt ngăn ngừa mụn Acnes Creamy Wash 100g là sản phẩm sữa rửa mặt được thương hiệu mỹ phẩm Acnes nghiên cứu và phát triển dành riêng cho da nhờn, da hỗn hợp thiên nhờn. Với kết cấu kem mịn và k","Tiki                            "
"Xà phòng trị mụn lưng và rửa mặt Acnes Washing Bar 75g                                                                                                                                                                                                                                                                                                                                                 ",17,1,"https://tiki.vn/xa-phong-tri-mun-lung-va-rua-mat-acnes-washing-bar-75g-p188116913.html?spid=188116914                                                                                                                                                                                                                        "," 10000                                                                                                                   ","4.5                                                                                                                                                     ","11                                                                                                                                           ","Xà phòng tắm và rửa mặt Acnes Washing Bar (75g)
Xà phòng trị mụn lưng và rửa mặt Acnes Washing Bar 75g được nghiên cứu và phát triển phù hợp cho mọi loại da và mọi cấp độ mụn. Sản phẩm kết hợp các ho","Tiki                            "
"Dây sạc Cáp sạc Nam châm Đồng hồ Thông minh Q12, Q16, Q19, Q100, TD26, A28, DS60, DS66, Y95, D06, DF39 Hàng nhập khẩu                                                                                                                                                                                                                                                                                  ",1,2,"https://tiki.vn/day-sac-cap-sac-nam-cham-dong-ho-thong-minh-q12-q16-q19-q100-td26-a28-ds60-ds66-y95-d06-df39-hang-nhap-khau-p68985833.html?spid=75432935                                                                                                                                                                     "," 1000                                                                                                                    ","4.6                                                                                                                                                     ","184                                                                                                                                          ","Dây Cáp Sạc Nam Châm
Dành cho Đồng hồ Thông minh
Sử dụng cho nhiều dòng Đồng hồ có tên trong Danh sách sau
Q12, A28, D06, Q16, DS60, DS66, Y95...và các loại khác đồng hồ khác cùng kiểu sạc
Có 2 lo","Tiki                            "
"Đồng hồ Thông minh Android lắp sim 4G nghe gọi độc lập Định vị Google map Màn hình tròn có CHPlay Tải App Camera Kép 5.0 Kết nối Wifi Loa Tai nghe Bluetooth Theo dõi Sức khỏe vận động Dành cho Trẻ em Nam Học sinh Người lớn Model H10 2024 Hàng nhập khẩu                                                                                                                                           ",1,2,"https://tiki.vn/dong-ho-thong-minh-android-lap-sim-4g-nghe-goi-doc-lap-dinh-vi-google-map-man-hinh-tron-co-chplay-tai-app-camera-kep-5-0-ket-noi-wifi-loa-tai-nghe-bluetooth-theo-doi-suc-khoe-van-dong-danh-cho-tre-em-nam-hoc-sinh-nguoi-lon-model-h10-2023-hang-nhap-khau-p273880674.html?spid=273697142                  "," 282                                                                                                                     ","4.5                                                                                                                                                     ","11                                                                                                                                           ","VIDEO REVIEW AMA WATCH H10
Đồng Hồ Thông Minh AMA H10 - Sự Hoàn Hảo Đến từ Thương hiệu AMA
Trong thế giới ngày nay, công nghệ thông minh ngày càng trở nên không thể thiếu, và Đồng Hồ Thông Minh AMA ","Tiki                            "
"Dây sạc Cáp sạc Từ tính Đồng hồ Thông minh TK S9 CD99 S16 hình tròn 2 - 4 lõi sạc nhanh Truyền dữ liệu Kết nối máy tính Hàng nhập khẩu                                                                                                                                                                                                                                                                 ",19,2,"https://tiki.vn/day-cap-sac-dong-ho-thong-minh-tk-s9-cd99-s16-hinh-tron-2-4-loi-sac-nhanh-truyen-du-lieu-ket-noi-may-tinh-hang-nhap-khau-p274388406.html?spid=274388410                                                                                                                                                      "," 156                                                                                                                     ","4.7                                                                                                                                                     ","6                                                                                                                                            ","Dây sạc Cáp sạc Từ tính Đồng hồ Thông minh TK S9 CD99 S16 hình tròn 2 - 4 lõi sạc nhanh Truyền dữ liệu Kết nối máy tính
- Nếu quý khách không chắc chắn đồng hồ của mình có dùng loại dây sạc này hay k","Tiki                            "
"Đồng hồ Thông minh Chống nước IP67 Dành cho Trẻ em nhuẩn AMA Watch Q16S Hàng chính hãng                                                                                                                                                                                                                                                                                                                ",19,2,"https://tiki.vn/dong-ho-thong-minh-tre-em-chong-nuoc-chuan-ip67-ama-watch-q16s-hang-chinh-hang-p192977208.html?spid=193710186                                                                                                                                                                                                "," 517                                                                                                                     ","4.3                                                                                                                                                     ","100                                                                                                                                          ","  GIỚI THIỆU SẢN PHẨM 
Đồng hồ Thông minh Trẻ em
Định vị GPS, Chống nước IP67
AMA Watch Q16S
Lưu ý: Không nên sử dụng sim Mobi, Intel vì sóng Mobi, Intel chập chờn không tương thích với đồng hồ
️","Tiki                            "
"Adapter Sạc Anker 511 Charger Nano 3 30W 1 Cổng Type-C A2147 - Hàng Chính Hãng                                                                                                                                                                                                                                                                                                                         ",17,3,"https://tiki.vn/adapter-sac-anker-511-charger-nano-3-30w-1-cong-type-c-a2147-hang-chinh-hang-p199525542.html?spid=199525550                                                                                                                                                                                                  "," 890                                                                                                                     ","4.8                                                                                                                                                     ","153                                                                                                                                          ","Nhỏ nhưng mạnh mẽ
Adapter Sạc Anker 511 Charger Nano 3 30W 1 Cổng Type-C A2147 - Bằng cách thay silicon cho GaN, chúng tôi đã có thể lắp công suất 30W vào bộ sạc chỉ dày 1,12 inch và nhỏ hơn 70% so v","Tiki                            "
"[Anlene5X-Tặng thêm 100g cho lon 800g ] Sữa bột Anlene Gold 5X hương vani lon 900g                                                                                                                                                                                                                                                                                                                     ",19,4,"https://tiki.vn/anlene5x-tang-them-100g-cho-lon-800g-sua-bot-anlene-gold-5x-huong-vani-lon-900g-p274751394.html?spid=274751395                                                                                                                                                                                               "," 123                                                                                                                     ","4.3                                                                                                                                                     ","6                                                                                                                                            ","Giới thiệu
Anlene Gold 5X/Anlene 5 khoẻ vàng mới là sản phẩm sữa dành cho người lớn, ít béo, không thêm đường, chứa hệ dưỡng chất giúp mang lại 5 lợi ích cho hệ vận động:Đạm giúp Cơ khỏe, Bổ sung Can","Tiki                            "
"[MỚI] Sữa bột bổ sung dinh dưỡng Anlene Total 10 lon 800g - Tặng nồi lẩu inox                                                                                                                                                                                                                                                                                                                          ",19,4,"https://tiki.vn/moi-sua-bot-bo-sung-dinh-duong-anlene-total-10-lon-800g-tang-noi-inox-p275830028.html?spid=275830030                                                                                                                                                                                                         "," 181                                                                                                                     ","4.5                                                                                                                                                     ","4                                                                                                                                            ","[MỚI] Lon sữa bột bổ sung dinh dưỡng Anlene Total 10 Hương Vani dành cho người trên 40 tuổi 800g - Tặng nồi inox
Giới thiệu
Với hơn 90 năm kinh nghiệm đầu ngành khoa học dinh dưỡng từ sữa, trung tâm","Tiki                            "
"Combo 2 Sữa Bột Anlene Gold 3X Hương Vanilla (Hộp giấy 1200g) - Tặng nồi lẩu inox                                                                                                                                                                                                                                                                                                                      ",19,4,"https://tiki.vn/combo-2-sua-bot-anlene-gold-3x-huong-vanilla-hop-giay-1200g-tang-bo-khan-tam-khan-mat-mau-ngau-nhien-p187186772.html?spid=187186773                                                                                                                                                                          "," 413                                                                                                                     ","4.8                                                                                                                                                     ","53                                                                                                                                           ","Giới thiệu
Anlene Gold 3X/Anlene 3 Khoẻ mới là sản phẩm sữa chứa nhiều dưỡng chất thiết yếu hỗ trợ hệ Cơ-Xương-Khớp khỏe mạnh.
Công thức đặc biệt giúp hệ vận động khỏe mạnh để bạn dễ dàng vận động:","Tiki                            "
"Adapter Sạc 1 Cổng USB Type-C 20W Apple                                                                                                                                                                                                                                                                                                                                                                ",17,5,"https://tiki.vn/adapter-sac-1-cong-usb-type-c-20w-apple-p123836523.html?spid=71523845                                                                                                                                                                                                                                        "," 11000                                                                                                                   ","4.9                                                                                                                                                     ","3153                                                                                                                                         ","Bộ Sạc Apple USB-C 20W
Bộ Sạc Apple USB-C 20W giúp sạc nhanh và hiệu quả tại nhà, trong văn phòng hoặc khi đang di chuyển. Mặc dù bộ sạc này tương thích với mọi thiết bị có cổng USB‑C, Apple khuyên b","Tiki                            "
"Tai Nghe Apple EarPods Cổng USB-C                                                                                                                                                                                                                                                                                                                                                                      ",17,5,"https://tiki.vn/tai-nghe-apple-earpods-cong-usb-c-mtjy3-p272420799.html?spid=272420800                                                                                                                                                                                                                                       "," 729                                                                                                                     ","4.9                                                                                                                                                     ","104                                                                                                                                          ","Tai Nghe Apple EarPods Cổng USB-C - MTJY3 
Tổng Quan
Không giống như tai nghe nhét tai tròn truyền thống, EarPods được thiết kế theo hình dạng của tai. Nhờ đó tai nghe này giúp nhiều người thấy dễ c","Tiki                            "
"Apple AirPods 3 2022 sạc Lightning - MPNY3                                                                                                                                                                                                                                                                                                                                                             ",19,5,"https://tiki.vn/apple-airpods-3-2022-sac-lightning-mpny3-p197665885.html?spid=197665886                                                                                                                                                                                                                                      "," 1000                                                                                                                    ","4.8                                                                                                                                                     ","295                                                                                                                                          ","AirPods (thế hệ thứ 3)
Âm thanh tuyệt diệu, trong bản phối mới.
Tuyệt diệu chưa từng thấy.
Đắm chìm trong suối nhạc diệu kỳ.
Nội dung quảng cáo
AirPods (thế hệ thứ 3) sở hữu công nghệ Âm Thanh Kh","Tiki                            "
"Sản phẩm dinh dưỡng công thức Aptamil Profutura Cesarbiotik 1 Infant Formula (Dành cho trẻ từ 0 - 12 tháng tuổi) - 800g                                                                                                                                                                                                                                                                                ",17,6,"https://tiki.vn/san-pham-dinh-duong-cong-thuc-aptamil-profutura-cesarbiotik-1-infant-formula-danh-cho-tre-tu-0-12-thang-tuoi-800g-p274533823.html?spid=274533825                                                                                                                                                             "," 364                                                                                                                     ","-1                                                                                                                                                      ","16                                                                                                                                           ","NA                                                                                                                                                                                                      ","Tiki                            "
"Sản phẩm dinh dưỡng công thức Aptamil Profutura Cesarbiotik 2 Follow On Formula (Dành cho trẻ từ 12 -24 tháng tuổi), 800g                                                                                                                                                                                                                                                                              ",17,6,"https://tiki.vn/san-pham-dinh-duong-cong-thuc-aptamil-profutura-cesarbiotik-2-follow-on-formula-danh-cho-tre-tu-12-24-thang-tuoi-800g-p274727852.html?spid=274727854                                                                                                                                                         "," 204                                                                                                                     ","-1                                                                                                                                                      ","4                                                                                                                                            ","NA                                                                                                                                                                                                      ","Tiki                            "
"Tai Nghe Baseus Encok 3.5mm lateral in-ear Wired Earphone H17 - Hàng Chính Hãng                                                                                                                                                                                                                                                                                                                        ",15,7,"https://tiki.vn/tai-nghe-baseus-encok-3-5mm-lateral-in-ear-wired-earphone-h17-hang-chinh-hang-p181185263.html?spid=271974472                                                                                                                                                                                                 "," 582                                                                                                                     ","4.8                                                                                                                                                     ","56                                                                                                                                           ","THÔNG TIN SẢN PHẨM: - Baseus gây dựng nên một thương hiệu vững mạnh chỉ trong vài năm nhờ cung cấp cho người dùng những sản phẩm có chất lượng tốt mà giá bán lại hết sức phải chăng, và tai nghe Baseus","Tiki                            "
"Cáp sạc nhanh PD20W truyền dữ liệu Baseus Metal Data Type-C sang iPhone ( 2 size ) - Hàng chính hãng                                                                                                                                                                                                                                                                                           ",19,7,"https://tiki.vn/ca-p-sa-c-nhanh-pd20w-truye-n-du-lie-u-baseus-metal-data-type-c-sang-iphone-2-size-ha-ng-chi-nh-ha-ng-p109455098.html?spid=243034990                                                                                                                                                                         "," 1000                                                                                                                    ","4.8                                                                                                                                                     ","141                                                                                                                                          ","Cáp sạc nhanh PD20W truyền dữ liệu Baseus Metal Data Type-C sang iPhone ( 2 size ) - Hàng chính hãng
  Sạc nhanh : PD 20W
Tốc độ truyền dữ liệu cao : 480Mbps
Cổng sạc : Type-C to iPhone
Tư","Tiki                            "
"Máy pha cà phê Bear SB-CF06A - Hàng chính hãng                                                                                                                                                                                                                                                                                                                                                         ",19,8,"https://tiki.vn/may-pha-ca-phe-bear-sb-cf06a-hang-chinh-hang-p263967937.html?spid=270701841                                                                                                                                                                                                                                  "," 103                                                                                                                     ","4.8                                                                                                                                                     ","19                                                                                                                                           ","Máy pha cà phê Bear SB-CF06A
Công suất: 550W
Dung tích: 600ml
Chất liệu: Vỏ bình :nhựa PP, Bình đựng : Thủy tinh cao cấp
Chiết xuất nhỏ giọt, nấc điều chỉnh giúp bạn dễ dàng điều chỉnh hương vị đậ","Tiki                            "
"[TẶNG THÊM 8 MIẾNG] Tã quần Bobby Lõi nén thần kỳ 3mm Gạo non XL62+8                                                                                                                                                                                                                                                                                                                                   ",17,9,"https://tiki.vn/tang-them-6-mieng-ta-quan-bobby-loi-nen-than-ky-3mm-gao-non-xl62-p235856165.html?spid=235856166                                                                                                                                                                                                              "," 772                                                                                                                     ","5.0                                                                                                                                                     ","4                                                                                                                                            ","Tã quần Bobby Lõi nén thần kỳ 3mm - Mỏng thoáng nhân đôi, thấm hút vượt trội (Tinh chất gạo non organic - Giảm nhiệt x2 Thoáng mát)
ĐẶC ĐIỂM NỔI BẬT
1. Lõi nén thần kỳ 3mm:
Siêu mỏng nhẹ, thoáng kh","Tiki                            "
"[TẶNG THÊM 8 MIẾNG] Tã quần Bobby Lõi nén thần kỳ 3mm Gạo non XXL56+8                                                                                                                                                                                                                                                                                                                                  ",17,9,"https://tiki.vn/tang-them-6-mieng-ta-quan-bobby-loi-nen-than-ky-3mm-gao-non-xxl56-p235856163.html?spid=235856164                                                                                                                                                                                                             "," 661                                                                                                                     ","5.0                                                                                                                                                     ","8                                                                                                                                            ","GIỚI THIỆU
Tã quần Bobby Lõi nén thần kỳ 3mm - Mỏng thoáng nhân đôi, thấm hút vượt trội (Tinh chất gạo non organic - Giảm nhiệt x2 Thoáng mát)
ĐẶC ĐIỂM NỔI BẬT
1. Lõi nén thần kỳ 3mm:
Siêu mỏng nh","Tiki                            "
"Combo Tiết Kiệm: 6 Gói Khăn Ướt Bobby Care Không Hương 100 Miếng/Gói                                                                                                                                                                                                                                                                                                                                   ",17,9,"https://tiki.vn/combo-tiet-kiem-6-goi-khan-uot-bobby-care-khong-huong-100-mieng-goi-p59143353.html?spid=59143354                                                                                                                                                                                                             "," 30000                                                                                                                   ","4.9                                                                                                                                                     ","3027                                                                                                                                         ","Giới thiệu
Combo Tiết Kiệm: 6 Gói Khăn Ướt Bobby Care Không Hương 100 Miếng/Gói là sản phẩm chăm sóc sức khỏe giúp Bé yêu và cả gia đình tránh nhiễm khuẩn một cách An toàn và Ưu việt! Nhờ ứng dụng cô","Tiki                            "
"Lược điện chải thẳng tóc ion âm BOORUI ZF 888 - Model LCD cao cấp, tạo kiểu chuyên nghiệp máy uốn duỗi tóc, máy làm xoăn ép thẳng không sợ bỏng, không tổn thương da                                                                                                                                                                                                                                   ",19,10,"https://tiki.vn/luoc-dien-chai-thang-toc-ion-am-boorui-zf-888-model-lcd-cao-cap-tao-kieu-chuyen-nghiep-may-uon-duoi-toc-may-lam-xoan-ep-thang-khong-so-bong-khong-ton-thuong-da-p203128148.html?spid=203128150                                                                                                               "," 248                                                                                                                     ","4.4                                                                                                                                                     ","40                                                                                                                                           ","Lược điện chải thẳng tóc ion âm BOORUI ZF 888 - Model LCD cao cấp, tạo kiểu chuyên nghiệp máy uốn duỗi tóc, máy làm xoăn ép thẳng không sợ bỏng, không tổn thương da.
---------------------------------","Tiki                            "
"Miếng Lót Bổ Sung Caryn Dành Cho Người Lớn 20M (20 Miếng)                                                                                                                                                                                                                                                                                                                                              ",17,11,"https://tiki.vn/mieng-lot-bo-sung-caryn-danh-cho-nguoi-lon-20m-20-mieng-p206622901.html?spid=206622902                                                                                                                                                                                                                       "," 8000                                                                                                                    ","4.8                                                                                                                                                     ","110                                                                                                                                          ","Miếng Lót Bổ Sung Caryn Dành Cho Người Lớn 20M (20 Miếng)
Giới thiệu
Là một phiên bản hoàn toàn mới của Miếng lót bổ sung Caryn gói 18 miếng cũ, Miếng lót tiết kiệm Caryn gói 20 miếng là giải pháp h","Tiki                            "
"Quạt mini để bàn, quạt tích điện usb CTFAST M102 - Quạt cầm tay 3 tốc độ, điều chỉnh hướng gió 360 độ, không gây ồn, pin sạc dung lượng cao - hàng chính hãng                                                                                                                                                                                                                                          ",7,12,"https://tiki.vn/quat-mini-de-ban-quat-tich-dien-usb-ctfast-m102-quat-cam-tay-3-toc-do-dieu-chinh-huong-gio-360-do-khong-gay-on-pin-sac-dung-luong-cao-hang-chinh-hang-p104908436.html?spid=104908440                                                                                                                         "," 2000                                                                                                                    ","4.7                                                                                                                                                     ","672                                                                                                                                          ","GIỚI THIỆU SẢN PHẨM.
Quạt mini để bàn, quạt tích điện usb CTFAST M102 - là thiết bị quạt cầm tay thông minh có tích hợp sạc điện với thiết kế hiện đại nhỏ gọn trở thành vật cần thiết cho các bạn tron","Tiki                            "
"Quạt mini để bàn, quạt USB tích điện cầm tay CTFAST - M109 : Thiết kế thông minh 3 tốc độ làm mát, chất liệu cao cấp bền bỉ, điều chỉnh 360 độ, không gây ồn, pin sạc 1200mah, dễ dàng mang theo sử dụng - hàng chính hãng                                                                                                                                                                             ",19,12,"https://tiki.vn/quat-mini-de-ban-quat-usb-tich-dien-cam-tay-ctfast-m105i-thiet-ke-thong-minh-3-toc-do-lam-mat-chat-lieu-cao-cap-ben-bi-dieu-chinh-360-do-khong-gay-on-pin-sac-1200mah-de-dang-mang-theo-su-dung-hang-chinh-hang-p104850983.html?spid=185225550                                                               "," 959                                                                                                                     ","4.7                                                                                                                                                     ","156                                                                                                                                          ","1.Quạt mini cầm tay, quạt tích điện usb hình gấu CTFAST M109, 3 tốc độ gió, không gây ồn, dung lượng pin 1200mAh, tặng kèm chân đế giữ quạt
2. Quạt mini để bàn, quạt USB hình mèo CTFAST - M105i : Thi","Tiki                            "
"Máy Hút Bụi Cầm Tay Không Dây Damas XC628 - Chính Hãng                                                                                                                                                                                                                                                                                                                                                 ",4,13,"https://tiki.vn/may-hut-bui-cam-tay-khong-day-damas-xc628-chinh-hang-p72825272.html?spid=72825416                                                                                                                                                                                                                            "," 11000                                                                                                                   ","4.5                                                                                                                                                     ","2546                                                                                                                                         ","Máy Hút Bụi Cầm Tay Không Dây Damas XC628 - Chính Hãng là sản phẩm hiện đại, không chỉ hút bụi cho gia đình và xe hơi mà còn được thiết kế sang trọng, tinh tế kết hợp với sức hút mạnh mẽ, đem lại sự t","Tiki                            "
"Máy Hút Bụi Cầm Tay Không Dây Sử Dụng Pin Sạc DAMAS DA113C - Hút bụi khô và nước tiện dụng - Sử dụng cho gia đình và xe hơi - Công suất mạnh mẽ lên tới 120W - Hàng Chính Hãng                                                                                                                                                                                                                         ",19,13,"https://tiki.vn/may-hut-bui-cam-tay-khong-day-su-dung-pin-sac-damas-da113c-hang-chinh-hang-p221044081.html?spid=221044085                                                                                                                                                                                                    "," 1000                                                                                                                    ","4.5                                                                                                                                                     ","128                                                                                                                                          ","Quý khách hàng lưu ý: 
Mô tả bên dưới chỉ mang tính chất minh họa. Đây là mô tả của mã DA113CG phiên bản nâng cấp của mã hàng DA113C.
Do đó, sản phẩm bạn mua sẽ có các phụ kiện kèm theo như sau:
- ","Tiki                            "
"Bao cao su Durex Invisible Extra Thin Extra Sensitive 1 Hộp 10 Bao                                                                                                                                                                                                                                                                                                                                     ",17,14,"https://tiki.vn/bao-cao-su-durex-invisible-extra-thin-extra-sensitive-1-hop-10-bao-p1672157.html?spid=1115608                                                                                                                                                                                                                "," 38000                                                                                                                   ","-1                                                                                                                                                      ","1723                                                                                                                                         ","NA                                                                                                                                                                                                      ","Tiki                            "
"Bao cao su Durex Kingtex 12 bao                                                                                                                                                                                                                                                                                                                                                                        ",19,14,"https://tiki.vn/bao-cao-su-durex-kingtex-12-bao-p767101.html?spid=1115606                                                                                                                                                                                                                                                    "," 55000                                                                                                                   ","-1                                                                                                                                                      ","1472                                                                                                                                         ","NA                                                                                                                                                                                                      ","Tiki                            "
"Gel bôi trơn Durex K-Y Jelly 50g - KY Jelly                                                                                                                                                                                                                                                                                                                                                            ",19,14,"https://tiki.vn/gel-boi-tron-durex-k-y-jelly-50g-ky-jelly-p1537315.html?spid=1537389                                                                                                                                                                                                                                         "," 34000                                                                                                                   ","-1                                                                                                                                                      ","472                                                                                                                                          ","NA                                                                                                                                                                                                      ","Tiki                            "
"Nồi nấu chậm, nấu cháo, chưng yến 1L Elmich SCE-8524OL - Hàng Chính Hãng                                                                                                                                                                                                                                                                                                                               ",17,15,"https://tiki.vn/noi-nau-cham-1l-elmich-sce-8524ol-hang-chinh-hang-p273561794.html?spid=273594901                                                                                                                                                                                                                             "," 238                                                                                                                     ","4.9                                                                                                                                                     ","31                                                                                                                                           ","Thông tin sản phẩm
– Công nghệ nấu bằng phương pháp gia nhiệt quanh lòng nồi kết hợp mức công suất 150W giúp nấu chín thực phẩm từ từ, giữ được dinh dưỡng và vitamin trong thức ăn.
– Dung tích 1.0 l","Tiki                            "
"Nồi áp suất Elmich PCE-1805 dung tích 2.5L - Hàng Chính Hãng                                                                                                                                                                                                                                                                                                                                           ",17,15,"https://tiki.vn/noi-ap-suat-elmich-pce-1805-dung-tich-2-5l-hang-chinh-hang-p275515112.html?spid=193570412                                                                                                                                                                                                                    "," 672                                                                                                                     ","4.8                                                                                                                                                     ","131                                                                                                                                          ","Đa chức năng nấu, dễ dàng điều khiển
Nồi áp suất Elmich PCE-1805 rất dễ sử dụng với hệ thống điều khiển cơ
Tiện lợi với chương trình nấu đã được cài đặt sẵn, đa chức năng: nấu cơm, nấu súp, nấu cháo","Tiki                            "
"Máy sấy tóc Elmich HDE 1823 - Hàng Chính Hãng                                                                                                                                                                                                                                                                                                                                                          ",19,15,"https://tiki.vn/may-say-toc-elmich-hde-1823-hang-chinh-hang-p273358116.html?spid=273463949                                                                                                                                                                                                                                   "," 144                                                                                                                     ","5.0                                                                                                                                                     ","13                                                                                                                                           ","1. Chăm sóc mái tóc cả gia đình, giảm tình trạng tóc chẻ ngọn với công nghệ tạo ion vượt trội 1 triệu ion/1 cm3, gấp 3 lần giúp tóc luôn óng mượt và khỏe mạnh
2. Phục hồi và bảo vệ tóc, bảo vệ da đầu","Tiki                            "
"Sữa bột Enfagrow A2 Neuropro 3 dành cho trẻ từ 1 - 6 tuổi –800g                                                                                                                                                                                                                                                                                                                                        ",17,16,"https://tiki.vn/sua-bot-enfagrow-a2-neuropro-3-danh-cho-tre-tu-1-6-tuoi-800g-p190702377.html?spid=190702378                                                                                                                                                                                                                  "," 1000                                                                                                                    ","-1                                                                                                                                                      ","65                                                                                                                                           ","NA                                                                                                                                                                                                      ","Tiki                            "
"Sữa bột Enfamil A+ NeuroPro 2 với 2’-FL HMO cho trẻ từ 6 –12 tháng tuổi– 1.7kg                                                                                                                                                                                                                                                                                                                         ",17,16,"https://tiki.vn/sua-bot-enfamil-a-neuropro-2-voi-2-fl-hmo-cho-tre-tu-6-12-thang-tuoi-1-7kg-p115483434.html?spid=115483436                                                                                                                                                                                                    "," 2000                                                                                                                    ","-1                                                                                                                                                      ","63                                                                                                                                           ","NA                                                                                                                                                                                                      ","Tiki                            "
"Sữa bột Enfagrow A+ NeuroPro 3 với 2’-FL HMO cho trẻ từ 1 – 3 Tuổi - Vị Nhạt Dễ Uống (2.2kg)                                                                                                                                                                                                                                                                                                           ",19,16,"https://tiki.vn/sua-bot-enfagrow-a-neuropro-3-voi-2-fl-hmo-cho-tre-tu-1-3-tuoi-2-2kg-p115483206.html?spid=115483208                                                                                                                                                                                                          "," 3000                                                                                                                    ","-1                                                                                                                                                      ","376                                                                                                                                          ","NA                                                                                                                                                                                                      ","Tiki                            "
"Sữa bột Enfagrow A+ NeuroPro 3 với 2’-FL HMO cho trẻ từ 1 – 3 tuổi– 1.7kg                                                                                                                                                                                                                                                                                                                              ",19,16,"https://tiki.vn/sua-bot-enfagrow-a-neuropro-3-voi-2-fl-hmo-cho-tre-tu-1-3-tuoi-1-7kg-p115483204.html?spid=115483205                                                                                                                                                                                                          "," 6000                                                                                                                    ","4.7                                                                                                                                                     ","100                                                                                                                                          ","Giới thiệu
Sữa bột Enfagrow A+ NeuroPro 3 với 2’-FL HMO là sản phẩm dinh dưỡng công thức cho trẻ từ 1- 3 tuổi.
Sữa bột Enfagrow A+ NeuroPro 3 với 2’-FL HMO có DHA+ & MFGM Pro đẩy nhanh sự phát triển","Tiki                            "
"Sữa bột Enfamil A+ NeuroPro 2 với 2’-FL HMO cho trẻ từ 6 –12 tháng tuổi– 830g                                                                                                                                                                                                                                                                                                                          ",19,16,"https://tiki.vn/sua-bot-enfamil-a-neuropro-2-voi-2-fl-hmo-cho-tre-tu-6-12-thang-tuoi-830g-p115483435.html?spid=115483437                                                                                                                                                                                                     "," 11000                                                                                                                   ","-1                                                                                                                                                      ","185                                                                                                                                          ","NA                                                                                                                                                                                                      ","Tiki                            "
"Thùng 24 Chai Sữa Nước Abbott Ensure 237ml                                                                                                                                                                                                                                                                                                                                                             ",17,17,"https://tiki.vn/thung-24-chai-sua-nuoc-abbott-ensure-237ml-p685882.html?spid=685932                                                                                                                                                                                                                                          "," 43000                                                                                                                   ","4.9                                                                                                                                                     ","1240                                                                                                                                         ","Thùng 24 Chai Sữa Nước Abbott Ensure 237ml
Giới thiệu
Abbott Ensure là một sản phẩm sữa dinh dưỡng công thức toàn diện, được thiết kế đặc biệt để cung cấp đầy đủ các chất dinh dưỡng cần thiết cho cơ","Tiki                            "
"Thực phẩm dinh dưỡng y học Ensure Gold 800g                                                                                                                                                                                                                                                                                                                                                            ",17,17,"https://tiki.vn/thuc-pham-dinh-duong-y-hoc-ensure-gold-800g-850g-p274032614.html?spid=274032617                                                                                                                                                                                                                              "," 32000                                                                                                                   ","4.8                                                                                                                                                     ","1065                                                                                                                                         ","Thực phẩm dinh dưỡng y học Ensure Gold 800g
Giới thiệu
Sữa Bột Abbott Ensure Gold Vani 850g sẽ cung cấp các acid béo thiết yếu như Linoleic và Linolenic, hàm lượng Acid béo no và Cholesterol thấp để","Tiki                            "
