id,product_url
90,https://tiki.vn/sua-bot-nestle-nan-optipro-plus-3-1500g-lon-voi-5hmo-1-2-tuoi-p247427687.html?spid=247427690                                                                                                                                                                                                                 
91,https://tiki.vn/tang-may-say-toc-sunhouse-sua-bot-nestle-nan-optipro-plus-4-1500g-lon-voi-5hmo-giup-tieu-hoa-tot-p276105947.html?spid=276105948                                                                                                                                                                              
92,https://tiki.vn/set-5-bit-goc-ban-ghe-silicon-trong-suot-kem-keo-2-mat-bo-goc-chong-va-cham-an-toan-cho-tre-em-p208189011.html?spid=208189013                                                                                                                                                                                
93,https://tiki.vn/sua-rua-mat-cho-nam-oxy-sach-sau-mat-lanh-dang-kem-oxy-perfect-wash-100g-p22052325.html?spid=22052326                                                                                                                                                                                                        
94,https://tiki.vn/sua-bot-abbott-pediasure-800g-cho-tre-tu-1-10-tuoi-p274855363.html?spid=274855364                                                                                                                                                                                                                            
95,https://tiki.vn/sua-bot-abbott-pediasure-1-6kg-cho-tre-tu-1-10-tuoi-p24028050.html?spid=24028051                                                                                                                                                                                                                             
96,https://tiki.vn/may-cao-rau-du-lich-philips-pq206-p178462936.html?spid=274180081                                                                                                                                                                                                                                             
97,https://tiki.vn/may-cao-rau-kho-va-uot-philips-s1103-02-hang-chinh-hang-p162841495.html?spid=162841496                                                                                                                                                                                                                       
98,https://tiki.vn/ban-ui-kho-philips-hd1172-01-1000w-hang-chinh-hang-p392067.html?spid=92969                                                                                                                                                                                                                                   
99,https://tiki.vn/chuot-khong-day-bluetooth-pix-link-p100b-chong-on-dpi-1600-che-do-kep-wireless-usb-2-4ghz-bluetooth-hang-chinh-hang-p174593860.html?spid=174593870                                                                                                                                                           
100,https://tiki.vn/gia-do-laptop-nhom-gap-gon-laptop-stand-dung-cho-may-tu-11-15-inch-co-the-dieu-chinh-goc-nhin-cao-cap-hang-chinh-hang-p137826483.html?spid=137826484                                                                                                                                                         
101,https://tiki.vn/tai-nghe-nhet-tai-co-day-jack-3-5mm-remax-rm-512-new-package-hang-chinh-hang-p110850007.html?spid=110850012                                                                                                                                                                                                  
102,https://tiki.vn/headphone-tai-nghe-chup-tai-bluetooth-rockspace-o2-ket-noi-khong-day-co-mic-nghe-nhac-lien-tuc-15h-hang-chinh-hang-p135284107.html?spid=135284115                                                                                                                                                            
103,https://tiki.vn/dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680.html?spid=10862721                                                                                                                                                                                              
104,https://tiki.vn/lo-vi-song-sharp-r-208vn-ws-20l-hang-chinh-hang-p48962414.html?spid=48962415                                                                                                                                                                                                                                 
105,https://tiki.vn/noi-com-dien-nap-gai-sharp-ks-181tjv-1-8-l-hang-chinh-hang-p456050.html?spid=163761                                                                                                                                                                                                                          
106,https://tiki.vn/tai-nghe-chup-tai-bluetooth-sony-wh-ch520-hang-chinh-hang-p262059424.html?spid=263692751                                                                                                                                                                                                                     
107,https://tiki.vn/may-lo-c-khong-khi-sunhouse-shd-15ap9715-40w-hang-chinh-hang-p77767851.html?spid=87107068                                                                                                                                                                                                                    
108,https://tiki.vn/no-i-chien-khong-da-u-5-5l-sunhouse-shd4022-hang-chinh-hang-p274160498.html?spid=274160499                                                                                                                                                                                                                   
109,https://tiki.vn/am-sieu-toc-inox-happy-time-sunhouse-htd1081-1-8-lit-hang-chinh-hang-p684651.html?spid=685494                                                                                                                                                                                                                
110,https://tiki.vn/am-dun-sieu-toc-inox-2-lop-sunhouse-shd1351-1-8-lit-hang-chinh-hang-p102432143.html?spid=102432144                                                                                                                                                                                                           
111,https://tiki.vn/quat-de-ban-kep-tich-dien-mini-dung-luong-pin-3000mah-5-toc-do-gio-tich-hop-den-ngu-va-man-hinh-led-hang-chinh-hang-tamayoko-p263119901.html?spid=263119907                                                                                                                                                  
112,https://tiki.vn/ca-phe-dak-lak-lam-sach-da-chet-mat-cocoon-150ml-p276003895.html?spid=276003896                                                                                                                                                                                                                              
113,https://tiki.vn/day-dan-tien-loi-velcro-lam-gon-day-sac-day-tai-nghe-ugreen-50370-hang-chinh-hang-p91189740.html?spid=91189773                                                                                                                                                                                               
114,https://tiki.vn/kinh-cuong-luc-kingkong-co-khung-tu-dan-ngan-bui-loa-danh-cho-iphone-full-hop-dan-full-man-hang-chinh-hang-p227746564.html?spid=276285876                                                                                                                                                                    
